Fold;Dataset;Model;AUC;F-measure;Precision;Recall;MCC;FNR;TNR;FPR;Anomalies;TP
23;Full dataset;IF;0.4701556029473161;0.27085201793721975;0.19572261827608556;0.4395924308588064;-0.03380630149997087;0.5604075691411936;0.5189922480620155;0.4810077519379845;687;302
24;Full dataset;IF;0.5129028658867034;0.4572697003329634;0.3149847094801223;0.8340080971659919;-0.06599332801097765;0.1659919028340081;0.11811023622047244;0.8818897637795275;247;206
25;Full dataset;IF;0.3567065383297511;0.32175502742230344;0.23978201634877383;0.4888888888888889;-0.20724404990852663;0.5111111111111111;0.2960470984020185;0.7039529015979815;540;264
26;Full dataset;IF;0.4745154076658169;0.22857142857142856;0.30829268292682926;0.18160919540229886;-0.10863455400985668;0.8183908045977012;0.7241245136186769;0.275875486381323;1740;316
27;Full dataset;IF;0.48653380796997175;0.13760698103708677;0.36283185840707965;0.08490370677158833;-0.02354014859335062;0.9150962932284117;0.9011124845488258;0.0988875154511743;9658;820
28;Full dataset;IF;0.4828379274149858;0.32508038585209;0.2762295081967213;0.394921875;-0.04317504681397153;0.605078125;0.5584264044007334;0.44157359559926657;2560;1011
29;Full dataset;IF;0.49886215512564724;0.4397769516728625;0.3199459093982421;0.7031203566121842;0.012725938815010713;0.29687964338781575;0.3094878484141151;0.6905121515858849;3365;2366
30;Full dataset;IF;0.5092409870531843;0.388205499276411;0.29690094078583285;0.5606060606060606;-0.005377123705073302;0.4393939393939394;0.4335711101203745;0.5664288898796255;1914;1073
31;Full dataset;IF;0.3780920438334946;0.3547451305428927;0.32314080785201965;0.3932016536518145;-0.20314082579624837;0.6067983463481855;0.40113560454241814;0.5988643954575819;2177;856
32;Full dataset;IF;0.4641395453678498;0.3942098914354644;0.40748129675810474;0.38177570093457946;-0.05952327466266749;0.6182242990654205;0.5591836734693878;0.44081632653061226;2140;817
1;Full dataset;OCSVM;0.5116428174009806;0.4356589147286822;0.47981993169823034;0.39894166236448114;0.00442595699315565;0.6010583376355189;0.6053933113518606;0.3946066886481394;7748;3091
2;Full dataset;OCSVM;0.49649540362196354;0.33827356035750644;0.36238031753726824;0.3171740744669566;-0.005297888770566135;0.6828259255330434;0.6776940513386019;0.32230594866139806;9427;2990
3;Full dataset;OCSVM;0.4750521494350295;0.4239836009566108;0.46323254945875325;0.39086614173228346;-0.010344184455984095;0.6091338582677165;0.5989960959286112;0.40100390407138875;3175;1241
4;Full dataset;OCSVM;0.5067760502671832;0.46911457693724673;0.5232876712328767;0.42510572000890273;0.020078890233009086;0.5748942799910972;0.5946890286512928;0.4053109713487072;4493;1910
5;Full dataset;OCSVM;0.4483781677219992;0.5278902384165542;0.5976572447160683;0.47270896273917423;-0.06604741122006964;0.5272910372608258;0.45890410958904115;0.541095890410959;4965;2347
6;Full dataset;OCSVM;0.4816136147010166;0.3200580457916801;0.2828441151325164;0.3685480876346082;-0.04777613857464278;0.6314519123653918;0.5807580174927114;0.4192419825072886;5386;1985
7;Full dataset;OCSVM;0.5750947346934744;0.330498177399757;0.20944558521560575;0.783109404990403;0.1018878375053272;0.21689059500959693;0.339622641509434;0.660377358490566;521;408
8;Full dataset;OCSVM;0.4932781887746928;0.4410876132930513;0.33900928792569657;0.6311239193083573;-0.0019032697597247954;0.3688760806916427;0.3669384729429207;0.6330615270570793;694;438
9;Full dataset;OCSVM;0.42219771582090254;0.45994065281899105;0.34675615212527966;0.6828193832599119;-0.10499173674276817;0.31718061674008813;0.22237017310252993;0.7776298268974701;454;310
10;Full dataset;OCSVM;0.454537228637756;0.35051546391752575;0.22457067371202113;0.7981220657276995;-0.04065046533786991;0.20187793427230047;0.16540284360189575;0.8345971563981043;639;510
11;Full dataset;OCSVM;0.4762483147053428;0.33713993523095276;0.25404572309273055;0.5010131712259371;-0.038640264275878855;0.4989868287740628;0.45556805399325084;0.5444319460067492;1974;989
12;Full dataset;OCSVM;0.45235178182333186;0.3484371213956869;0.2995833333333333;0.4163288940359004;-0.07144676692122043;0.5836711059640995;0.5081919251023991;0.4918080748976009;1727;719
13;Full dataset;OCSVM;0.46458628841607563;0.25;0.14671814671814673;0.8444444444444444;-0.13383395888124366;0.15555555555555556;0.059574468085106386;0.9404255319148936;45;38
14;Full dataset;OCSVM;0.40887124485483883;0.4557534633870512;0.38362684435982863;0.5612813370473537;-0.1214370016444296;0.4387186629526462;0.32020997375328086;0.6797900262467192;1436;806
15;Full dataset;OCSVM;0.4826345990171046;0.2555066079295154;0.15343915343915343;0.7631578947368421;0.009960092858695523;0.23684210526315788;0.2488262910798122;0.7511737089201876;114;87
16;Full dataset;OCSVM;0.4129197626375121;0.30609981515711643;0.19400187441424557;0.7250437828371278;-0.11574554314035927;0.27495621716287216;0.1650485436893204;0.8349514563106796;571;414
17;Full dataset;OCSVM;0.5632619709102795;0.5770423991726991;0.4121122599704579;0.9620689655172414;0.0430457075391834;0.03793103448275862;0.05687203791469195;0.943127962085308;290;279
18;Full dataset;OCSVM;0.5853280141843972;0.4604462474645031;0.3224431818181818;0.8049645390070921;0.15199983058662073;0.1950354609929078;0.35190217391304346;0.6480978260869565;282;227
19;Full dataset;OCSVM;0.4743878768036295;0.3691275167785235;0.29397473275024294;0.4959016393442623;-0.02049271620262485;0.5040983606557377;0.481811697574893;0.5181883024251069;1220;605
20;Full dataset;OCSVM;0.5104573735608469;0.425668449197861;0.30335365853658536;0.7132616487455197;0.08790917551978189;0.2867383512544803;0.3810383747178329;0.618961625282167;837;597
21;Full dataset;OCSVM;0.553648752364065;0.5238095238095237;0.43056300268096515;0.668609492089925;0.020265173056427385;0.33139050791007496;0.3508557457212714;0.6491442542787286;1201;803
22;Full dataset;OCSVM;0.5538669719995837;0.5633802816901408;0.3933136676499508;0.9925558312655087;0.24128822083790896;0.007444168734491315;0.16508795669824086;0.8349120433017592;403;400
23;Full dataset;OCSVM;0.5255198988975773;0.31043046357615894;0.21688837478311165;0.5458515283842795;0.017181783084121247;0.45414847161572053;0.4751937984496124;0.5248062015503876;687;375
24;Full dataset;OCSVM;0.519342344352705;0.46922183507549353;0.32899022801302924;0.8178137651821862;0.008174581349859019;0.18218623481781374;0.1889763779527559;0.8110236220472441;247;202
25;Full dataset;OCSVM;0.4120923278198299;0.47702834799608984;0.3240371845949535;0.9037037037037037;0.065707954997188;0.0962962962962963;0.1438183347350715;0.8561816652649286;540;488
26;Full dataset;OCSVM;0.48001610089896685;0.4055508354573775;0.39977666108319376;0.4114942528735632;-0.006763705771317209;0.5885057471264368;0.5817120622568094;0.4182879377431907;1740;716
27;Full dataset;OCSVM;0.48401814376920743;0.40470405287199923;0.3813186813186813;0.4311451646303583;-0.032278887710313196;0.5688548353696418;0.5360527400082407;0.4639472599917594;9658;4164
28;Full dataset;OCSVM;0.4667835915360893;0.43045028979045924;0.3011540860885839;0.754296875;0.007751511646327035;0.245703125;0.25304217369561594;0.746957826304384;2560;1931
29;Full dataset;OCSVM;0.49275376984689667;0.48677170035671824;0.32454662570607473;0.9732540861812778;0.07804515938395969;0.02674591381872214;0.06412192777701496;0.9358780722229851;3365;3275
30;Full dataset;OCSVM;0.5397675154235795;0.44046865104496513;0.31599273057701044;0.7267502612330199;0.05488700364570274;0.27324973876698017;0.32880071333036115;0.6711992866696389;1914;1391
31;Full dataset;OCSVM;0.37965089572806615;0.34713238464855545;0.32710280373831774;0.36977491961414793;-0.18123883473000033;0.6302250803858521;0.4468937875751503;0.5531062124248497;2177;805
32;Full dataset;OCSVM;0.5176453453088967;0.5502068446784505;0.46035242290748907;0.6836448598130841;0.04948080728946094;0.3163551401869159;0.36363636363636365;0.6363636363636364;2140;1463
1;Full dataset;LOF;0.47920102031709644;0.5372512471903953;0.466977985323549;0.6324212700051626;-0.027365763706577177;0.36757872999483737;0.34138012246820537;0.6586198775317946;7748;4900
2;Full dataset;LOF;0.5334023092390834;0.5336990826770492;0.369627390096421;0.9596902514055372;0.03212091771288739;0.04030974859446271;0.05476934387061202;0.945230656129388;9427;9047
3;Full dataset;LOF;0.484323813957165;0.6113157013726147;0.47338403041825095;0.8626771653543307;0.018445528756855702;0.1373228346456693;0.15030674846625766;0.8496932515337423;3175;2739
4;Full dataset;LOF;0.5165727944221954;0.6209691629955947;0.5139273734869476;0.7843311818384153;0.009601492638679023;0.21566881816158467;0.2236198462613557;0.7763801537386443;4493;3524
5;Full dataset;LOF;0.45786271020430686;0.6381948479566143;0.6146241372878194;0.6636455186304129;-0.04542934412436454;0.3363544813695871;0.2924657534246575;0.7075342465753426;4965;3295
6;Full dataset;LOF;0.4817434807535479;0.43892231232016743;0.3055575788476947;0.778871147419235;-0.017348775896523755;0.22112885258076495;0.20583090379008748;0.7941690962099125;5386;4195
7;Full dataset;LOF;0.613652001856833;0.3097500879971841;0.1896551724137931;0.8445297504798465;0.03801851812374335;0.15547024952015356;0.19382504288164665;0.8061749571183533;521;440
8;Full dataset;LOF;0.5515436773530612;0.495364238410596;0.3570973901973266;0.80835734870317;0.06703021299275472;0.19164265129683;0.251297257227576;0.748702742772424;694;561
9;Full dataset;LOF;0.7725822251682045;0.6099290780141844;0.4497907949790795;0.947136563876652;0.29529338964193647;0.05286343612334802;0.2996005326231691;0.700399467376831;454;430
10;Full dataset;LOF;0.481388277002722;0.3390847711927982;0.22298963986186482;0.7073552425665102;-0.037520160527305876;0.29264475743348983;0.25355450236966826;0.7464454976303316;639;452
11;Full dataset;LOF;0.5426288849152214;0.4213046080191502;0.27581883717285693;0.8915906788247214;0.0337034577750981;0.10840932117527863;0.1336707911511061;0.8663292088488939;1974;1760
12;Full dataset;LOF;0.44579634436443455;0.4944320712694878;0.34086422461066024;0.8998262883613202;0.030705749588520084;0.10017371163867979;0.1208308952603862;0.8791691047396138;1727;1554
13;Full dataset;LOF;0.6769739952718676;0.3098591549295775;0.18410041841004182;0.9777777777777777;0.1537387250026087;0.022222222222222223;0.1702127659574468;0.8297872340425532;45;44
14;Full dataset;LOF;0.5215184714027739;0.548770816812054;0.4422667234767788;0.7228412256267408;0.03866063243378678;0.27715877437325903;0.31286089238845144;0.6871391076115485;1436;1038
15;Full dataset;LOF;0.5599895670318205;0.24405705229793978;0.14893617021276595;0.6754385964912281;-0.010150976210953944;0.32456140350877194;0.3114241001564945;0.6885758998435054;114;77
16;Full dataset;LOF;0.5079455222484826;0.35853658536585364;0.23345685547908945;0.7723292469352014;0.06359123083082946;0.22767075306479861;0.2970873786407767;0.7029126213592233;571;441
17;Full dataset;LOF;0.6311652230756659;0.592057761732852;0.454713493530499;0.8482758620689655;0.17163127401885922;0.15172413793103448;0.3009478672985782;0.6990521327014217;290;246
18;Full dataset;LOF;0.5940487203206908;0.42573320719016083;0.2903225806451613;0.7978723404255319;0.053109455599425696;0.20212765957446804;0.25271739130434784;0.7472826086956522;282;225
19;Full dataset;LOF;0.5112231355674564;0.4422521655437921;0.3130108991825613;0.75327868852459;0.035132210039134006;0.24672131147540985;0.2806704707560628;0.7193295292439372;1220;919
20;Full dataset;LOF;0.4918447319379381;0.4061107574793126;0.2767895878524946;0.7622461170848268;0.010013577321966852;0.23775388291517324;0.24740406320541763;0.7525959367945824;837;638
21;Full dataset;LOF;0.5309440584354114;0.5912076806467914;0.4243743199129489;0.974188176519567;0.01235447350583578;0.025811823480432972;0.029951100244498777;0.9700488997555012;1201;1170
22;Full dataset;LOF;0.4988365338446093;0.4605577689243028;0.3392018779342723;0.71712158808933;-0.04909592783941743;0.28287841191067;0.2381596752368065;0.7618403247631934;403;289
23;Full dataset;LOF;0.5490648590095123;0.33825816485225507;0.23076923076923075;0.6331877729257642;0.05870692519131986;0.3668122270742359;0.43798449612403106;0.562015503875969;687;435
24;Full dataset;LOF;0.44402116739456154;0.4944723618090452;0.32887700534759357;0.9959514170040485;0.03799958075895883;0.004048582995951417;0.011811023622047244;0.9881889763779528;247;246
25;Full dataset;LOF;0.597691804504252;0.48272017837235226;0.3452950558213716;0.8018518518518518;0.11561240590572197;0.19814814814814816;0.30950378469301937;0.6904962153069806;540;433
26;Full dataset;LOF;0.46505858938235156;0.4695259593679459;0.38661710037174724;0.5977011494252874;-0.04489818830592071;0.40229885057471265;0.35797665369649806;0.6420233463035019;1740;1040
27;Full dataset;LOF;0.5064670386751698;0.5379954642385676;0.39964797586120193;0.8228411679436737;0.0038781676851640263;0.17715883205632635;0.1801950281554731;0.8198049718445268;9658;7947
28;Full dataset;LOF;0.5434319131313552;0.45002182453077266;0.3122350090854028;0.80546875;0.05272446311323619;0.19453125;0.24287381230205035;0.7571261876979497;2560;2062
29;Full dataset;LOF;0.5179249688715135;0.46181258605329234;0.3174126029837453;0.8472511144130758;0.006946062720697424;0.15274888558692423;0.1581765755869834;0.8418234244130166;3365;2851
30;Full dataset;LOF;0.523650090307661;0.4190123040620259;0.30928091565065935;0.649425287356322;0.028996277165519967;0.3505747126436782;0.3811859117253678;0.6188140882746321;1914;1243
31;Full dataset;LOF;0.48754652161465784;0.5785147801009373;0.4216057166876838;0.9214515388148828;0.00415218267695205;0.07854846118511713;0.08082832331329326;0.9191716766867067;2177;2006
32;Full dataset;LOF;0.4818107259896312;0.5168201465889869;0.4322540081735303;0.6425233644859812;-0.028903346050071766;0.3574766355140187;0.32987012987012987;0.6701298701298701;2140;1375
